Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","1975","1975","100 g/ha","46602","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","1976","1976","100 g/ha","42858","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","1977","1977","100 g/ha","45837","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","1978","1978","100 g/ha","62750","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","1979","1979","100 g/ha","51334","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","1980","1980","100 g/ha","47161","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","1981","1981","100 g/ha","47304","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","1982","1982","100 g/ha","49004","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","1983","1983","100 g/ha","38841","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","1984","1984","100 g/ha","33840","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","1985","1985","100 g/ha","48041","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","1986","1986","100 g/ha","47783","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","1987","1987","100 g/ha","59506","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","1988","1988","100 g/ha","52377","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","1989","1989","100 g/ha","44838","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","1990","1990","100 g/ha","43306","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","1991","1991","100 g/ha","40848","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","1992","1992","100 g/ha","38617","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","1993","1993","100 g/ha","32139","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","1994","1994","100 g/ha","37079","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","1995","1995","100 g/ha","36235","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","1996","1996","100 g/ha","29982","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","1997","1997","100 g/ha","33072","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","1998","1998","100 g/ha","31553","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","1999","1999","100 g/ha","41049","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","2000","2000","100 g/ha","37620","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","2001","2001","100 g/ha","44259","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","2002","2002","100 g/ha","40030","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","2003","2003","100 g/ha","42882","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","2004","2004","100 g/ha","43923","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","2005","2005","100 g/ha","43181","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","2006","2006","100 g/ha","41810","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","2007","2007","100 g/ha","43165","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","2008","2008","100 g/ha","43038","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","2009","2009","100 g/ha","42941","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","2010","2010","100 g/ha","54619","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","2011","2011","100 g/ha","62669","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","2012","2012","100 g/ha","73794","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","2013","2013","100 g/ha","70908","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","2014","2014","100 g/ha","83288","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","2015","2015","100 g/ha","89097","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","2016","2016","100 g/ha","87478","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","2017","2017","100 g/ha","93991","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","2018","2018","100 g/ha","90181","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","2019","2019","100 g/ha","88258","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","2020","2020","100 g/ha","94106","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01211","Asparagus","2021","2021","100 g/ha","94297","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1961","1961","100 g/ha","123876","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1962","1962","100 g/ha","126921","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1963","1963","100 g/ha","130411","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1964","1964","100 g/ha","131000","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1965","1965","100 g/ha","132920","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1966","1966","100 g/ha","124092","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1967","1967","100 g/ha","115670","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1968","1968","100 g/ha","119959","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1969","1969","100 g/ha","117948","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1970","1970","100 g/ha","118274","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1971","1971","100 g/ha","99505","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1972","1972","100 g/ha","87206","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1973","1973","100 g/ha","91445","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1974","1974","100 g/ha","77750","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1975","1975","100 g/ha","74619","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1976","1976","100 g/ha","75908","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1977","1977","100 g/ha","73627","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1978","1978","100 g/ha","76806","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1979","1979","100 g/ha","74898","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1980","1980","100 g/ha","81061","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1981","1981","100 g/ha","82832","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1982","1982","100 g/ha","87113","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1983","1983","100 g/ha","74220","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1984","1984","100 g/ha","77268","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1985","1985","100 g/ha","77580","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1986","1986","100 g/ha","94618","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1987","1987","100 g/ha","85089","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1988","1988","100 g/ha","87461","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1989","1989","100 g/ha","83257","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1990","1990","100 g/ha","88709","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1991","1991","100 g/ha","94108","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1992","1992","100 g/ha","82795","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1993","1993","100 g/ha","85672","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1994","1994","100 g/ha","89132","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1995","1995","100 g/ha","88077","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1996","1996","100 g/ha","93159","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1997","1997","100 g/ha","93701","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1998","1998","100 g/ha","95063","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","1999","1999","100 g/ha","94863","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","2000","2000","100 g/ha","96429","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","2001","2001","100 g/ha","99867","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","2002","2002","100 g/ha","96015","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","2003","2003","100 g/ha","94865","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","2004","2004","100 g/ha","98700","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","2005","2005","100 g/ha","99062","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","2006","2006","100 g/ha","107535","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","2007","2007","100 g/ha","103544","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","2008","2008","100 g/ha","103346","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","2009","2009","100 g/ha","101322","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","2010","2010","100 g/ha","89717","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","2011","2011","100 g/ha","99855","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","2012","2012","100 g/ha","100999","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","2013","2013","100 g/ha","101761","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","2014","2014","100 g/ha","98893","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","2015","2015","100 g/ha","98489","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","2016","2016","100 g/ha","104652","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","2017","2017","100 g/ha","107559","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","2018","2018","100 g/ha","105852","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","2019","2019","100 g/ha","106551","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","2020","2020","100 g/ha","106667","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01311","Avocados","2021","2021","100 g/ha","107840","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1961","1961","100 g/ha","115105","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1962","1962","100 g/ha","120660","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1963","1963","100 g/ha","127258","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1964","1964","100 g/ha","127380","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1965","1965","100 g/ha","137823","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1966","1966","100 g/ha","131081","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1967","1967","100 g/ha","128451","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1968","1968","100 g/ha","127861","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1969","1969","100 g/ha","124428","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1970","1970","100 g/ha","129728","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1971","1971","100 g/ha","137309","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1972","1972","100 g/ha","147304","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1973","1973","100 g/ha","159115","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1974","1974","100 g/ha","155619","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1975","1975","100 g/ha","159643","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1976","1976","100 g/ha","163427","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1977","1977","100 g/ha","188544","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1978","1978","100 g/ha","193704","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1979","1979","100 g/ha","193206","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1980","1980","100 g/ha","196033","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1981","1981","100 g/ha","178286","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1982","1982","100 g/ha","224966","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1983","1983","100 g/ha","225661","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1984","1984","100 g/ha","280098","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1985","1985","100 g/ha","252282","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1986","1986","100 g/ha","224123","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1987","1987","100 g/ha","241332","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1988","1988","100 g/ha","237272","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1989","1989","100 g/ha","224687","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1990","1990","100 g/ha","266066","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1991","1991","100 g/ha","256677","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1992","1992","100 g/ha","284101","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1993","1993","100 g/ha","280568","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1994","1994","100 g/ha","305307","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1995","1995","100 g/ha","276262","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1996","1996","100 g/ha","322982","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1997","1997","100 g/ha","252866","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1998","1998","100 g/ha","229653","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","1999","1999","100 g/ha","230551","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","2000","2000","100 g/ha","258968","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","2001","2001","100 g/ha","285424","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","2002","2002","100 g/ha","293544","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","2003","2003","100 g/ha","282565","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","2004","2004","100 g/ha","299889","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","2005","2005","100 g/ha","292316","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","2006","2006","100 g/ha","295428","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","2007","2007","100 g/ha","259685","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","2008","2008","100 g/ha","276791","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","2009","2009","100 g/ha","294468","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","2010","2010","100 g/ha","273423","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","2011","2011","100 g/ha","287907","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","2012","2012","100 g/ha","303491","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","2013","2013","100 g/ha","289603","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","2014","2014","100 g/ha","288331","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","2015","2015","100 g/ha","291690","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","2016","2016","100 g/ha","304484","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","2017","2017","100 g/ha","288656","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","2018","2018","100 g/ha","299808","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","2019","2019","100 g/ha","301470","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","2020","2020","100 g/ha","309000","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","2021","2021","100 g/ha","302006","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1961","1961","100 g/ha","7470","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1962","1962","100 g/ha","7844","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1963","1963","100 g/ha","7986","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1964","1964","100 g/ha","8057","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1965","1965","100 g/ha","8539","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1966","1966","100 g/ha","9141","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1967","1967","100 g/ha","8529","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1968","1968","100 g/ha","10035","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1969","1969","100 g/ha","8674","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1970","1970","100 g/ha","10603","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1971","1971","100 g/ha","12221","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1972","1972","100 g/ha","14263","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1973","1973","100 g/ha","14949","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1974","1974","100 g/ha","14444","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1975","1975","100 g/ha","15369","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1976","1976","100 g/ha","15109","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1977","1977","100 g/ha","16814","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1978","1978","100 g/ha","17048","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1979","1979","100 g/ha","14684","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1980","1980","100 g/ha","16594","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1981","1981","100 g/ha","20300","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1982","1982","100 g/ha","18458","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1983","1983","100 g/ha","18359","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1984","1984","100 g/ha","21864","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1985","1985","100 g/ha","19113","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1986","1986","100 g/ha","19226","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1987","1987","100 g/ha","21587","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1988","1988","100 g/ha","14987","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1989","1989","100 g/ha","16508","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1990","1990","100 g/ha","18716","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1991","1991","100 g/ha","20423","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1992","1992","100 g/ha","18966","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1993","1993","100 g/ha","23084","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1994","1994","100 g/ha","26531","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1995","1995","100 g/ha","19749","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1996","1996","100 g/ha","20676","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1997","1997","100 g/ha","19328","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1998","1998","100 g/ha","15353","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","1999","1999","100 g/ha","20007","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","2000","2000","100 g/ha","24541","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","2001","2001","100 g/ha","24530","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","2002","2002","100 g/ha","26091","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","2003","2003","100 g/ha","29756","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","2004","2004","100 g/ha","28591","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","2005","2005","100 g/ha","24851","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","2006","2006","100 g/ha","27559","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","2007","2007","100 g/ha","22807","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","2008","2008","100 g/ha","25137","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","2009","2009","100 g/ha","21704","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","2010","2010","100 g/ha","25119","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","2011","2011","100 g/ha","22325","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","2012","2012","100 g/ha","31431","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","2013","2013","100 g/ha","20021","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","2014","2014","100 g/ha","26965","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","2015","2015","100 g/ha","23358","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","2016","2016","100 g/ha","29670","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","2017","2017","100 g/ha","28418","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","2018","2018","100 g/ha","28645","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","2019","2019","100 g/ha","26930","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","2020","2020","100 g/ha","29376","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0115","Barley","2021","2021","100 g/ha","30122","A","Official figure"
